Main_Title,Sub_Title,Venue,Fees,Date
Advanced Contract Management,Maximising Contract Effectiveness,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Advanced Contract Management,Maximising Contract Effectiveness,Barcelona - Spain,"$ 5,950",30 Nov - 04 Dec 2026
Advanced Contract Management,Maximising Contract Effectiveness,London - UK,"$ 5,950",28 Dec - 01 Jan 2027
Advanced Contract Management,Maximising Contract Effectiveness,Online,"$ 3,950",30 Mar - 03 Apr 2026
Advanced Contract Management,Maximising Contract Effectiveness,Online,"$ 3,950",12 - 16 Oct 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Abu Dhabi - UAE,"$ 5,950",17 - 21 Nov 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",24 - 28 Nov 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Pretoria - South Africa,"$ 5,950",08 - 12 Dec 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,New York - USA,"$ 6,950",15 - 19 Dec 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",05 - 09 Jan 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",13 - 17 Apr 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Dubai - UAE,"$ 5,950",25 - 29 May 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",20 - 24 Jul 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,New York - USA,"$ 7,950",24 - 28 Aug 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Dubai - UAE,"$ 5,950",24 - 28 Aug 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Houston - USA,"$ 7,950",05 - 09 Oct 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",19 - 23 Oct 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Abu Dhabi - UAE,"$ 5,950",16 - 20 Nov 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,London - UK,"$ 5,950",23 - 27 Nov 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Pretoria - South Africa,"$ 5,950",07 - 11 Dec 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,New York - USA,"$ 7,950",14 - 18 Dec 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Online,"$ 3,950",24 - 28 Nov 2025
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Online,"$ 3,950",25 - 29 May 2026
Developing Project Strategy in the Oil and Gas Industry,Understand How to Make the Appropriate Decisions to Select and Support Projects,Online,"$ 3,950",23 - 27 Nov 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,London - UK,"$ 5,950",03 - 07 Nov 2025
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Geneva - Switzerland,"$ 5,950",10 - 14 Nov 2025
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,New York - USA,"$ 6,950",01 - 05 Dec 2025
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,London - UK,"$ 5,950",08 - 12 Dec 2025
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Liverpool - UK,"$ 5,950",15 - 19 Dec 2025
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Paris - France,"$ 5,950",29 Dec - 02 Jan 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,New York - USA,"$ 7,950",12 - 16 Jan 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,London - UK,"$ 5,950",30 Mar - 03 Apr 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,London - UK,"$ 5,950",25 - 29 May 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Paris - France,"$ 5,950",22 - 26 Jun 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Dubai - UAE,"$ 5,950",06 - 10 Jul 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Barcelona - Spain,"$ 5,950",27 - 31 Jul 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Los Angeles - USA,"$ 7,950",24 - 28 Aug 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Amsterdam - The Netherlands,"$ 5,950",14 - 18 Sep 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Abu Dhabi - UAE,"$ 5,950",21 - 25 Sep 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Miami - USA,"$ 7,950",12 - 16 Oct 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,London - UK,"$ 5,950",02 - 06 Nov 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Geneva - Switzerland,"$ 5,950",09 - 13 Nov 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,New York - USA,"$ 7,950",30 Nov - 04 Dec 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,London - UK,"$ 5,950",07 - 11 Dec 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Paris - France,"$ 5,950",28 Dec - 01 Jan 2027
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Online,"$ 3,950",25 - 29 May 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Online,"$ 3,950",12 - 16 Oct 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Paris - France,"$ 5,950",03 - 07 Nov 2025
Stakeholder Management,"Negotiating, Communicating & Influencing",Dubai - UAE,"$ 5,950",17 - 21 Nov 2025
Stakeholder Management,"Negotiating, Communicating & Influencing",London - UK,"$ 5,950",22 - 26 Dec 2025
Stakeholder Management,"Negotiating, Communicating & Influencing",London - UK,"$ 5,950",30 Mar - 03 Apr 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Dubai - UAE,"$ 5,950",20 - 24 Apr 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Dubai - UAE,"$ 5,950",25 - 29 May 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Riyadh - Saudi Arabia,"$ 5,950",08 - 12 Jun 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",London - UK,"$ 5,950",06 - 10 Jul 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Amsterdam - The Netherlands,"$ 5,950",03 - 07 Aug 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Lisbon - Portugal,"$ 5,950",17 - 21 Aug 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Manama - Bahrain,"$ 5,950",14 - 18 Sep 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",London - UK,"$ 5,950",28 Sep - 02 Oct 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Milan - Italy,"$ 5,950",12 - 16 Oct 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Paris - France,"$ 5,950",02 - 06 Nov 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Dubai - UAE,"$ 5,950",16 - 20 Nov 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",London - UK,"$ 5,950",21 - 25 Dec 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Online,"$ 3,950",22 - 26 Dec 2025
Stakeholder Management,"Negotiating, Communicating & Influencing",Online,"$ 3,950",08 - 12 Jun 2026
Stakeholder Management,"Negotiating, Communicating & Influencing",Online,"$ 3,950",21 - 25 Dec 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,London - UK,"$ 5,950",03 - 07 Nov 2025
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Geneva - Switzerland,"$ 5,950",10 - 14 Nov 2025
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,New York - USA,"$ 6,950",01 - 05 Dec 2025
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,London - UK,"$ 5,950",08 - 12 Dec 2025
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Liverpool - UK,"$ 5,950",15 - 19 Dec 2025
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Paris - France,"$ 5,950",29 Dec - 02 Jan 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,New York - USA,"$ 7,950",12 - 16 Jan 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,London - UK,"$ 5,950",30 Mar - 03 Apr 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,London - UK,"$ 5,950",25 - 29 May 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Paris - France,"$ 5,950",22 - 26 Jun 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Dubai - UAE,"$ 5,950",06 - 10 Jul 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Barcelona - Spain,"$ 5,950",27 - 31 Jul 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Los Angeles - USA,"$ 7,950",24 - 28 Aug 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Amsterdam - The Netherlands,"$ 5,950",14 - 18 Sep 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Abu Dhabi - UAE,"$ 5,950",21 - 25 Sep 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Miami - USA,"$ 7,950",12 - 16 Oct 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,London - UK,"$ 5,950",02 - 06 Nov 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Geneva - Switzerland,"$ 5,950",09 - 13 Nov 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,New York - USA,"$ 7,950",30 Nov - 04 Dec 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,London - UK,"$ 5,950",07 - 11 Dec 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Paris - France,"$ 5,950",28 Dec - 01 Jan 2027
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Online,"$ 3,950",25 - 29 May 2026
Mastering Contracts Management : The Oxford 5-Day MBA,Achieving Excellence in Contracting,Online,"$ 3,950",12 - 16 Oct 2026
Project Management for the Oil and Gas  Industry,Understanding the Key Requirements to Deliver Projects Successfully,Dubai - UAE,"$ 11,900",03 - 14 Nov 2025
Project Management for the Oil and Gas  Industry,Understanding the Key Requirements to Deliver Projects Successfully,Abu Dhabi - UAE,"$ 11,900",17 - 28 Nov 2025
Project Management for the Oil and Gas  Industry,Understanding the Key Requirements to Deliver Projects Successfully,London - UK,"$ 11,900",24 Nov - 05 Dec 2025
Project Management for the Oil and Gas  Industry,Understanding the Key Requirements to Deliver Projects Successfully,Pretoria - South Africa,"$ 11,900",08 - 19 Dec 2025
Project Management for the Oil and Gas  Industry,Understanding the Key Requirements to Deliver Projects Successfully,London - UK,"$ 11,900",05 - 16 Jan 2026
Project Management for the Oil and Gas  Industry,Understanding the Key Requirements to Deliver Projects Successfully,London - UK,"$ 11,900",13 - 24 Apr 2026
Project Management for the Oil and Gas  Industry,Understanding the Key Requirements to Deliver Projects Successfully,Dubai - UAE,"$ 11,900",25 May - 05 Jun 2026
Project Management for the Oil and Gas  Industry,Understanding the Key Requirements to Deliver Projects Successfully,London - UK,"$ 11,900",20 - 31 Jul 2026
